unit_number,time_in_cycles,RUL,RUL_capped,prediction_mean,prediction_std,error,abs_error
2,83,204,125.0,124.20292,2.8806896,-0.7970809936523438,0.7970809936523438
2,84,203,125.0,122.31542,5.0196657,-2.6845779418945312,2.6845779418945312
2,85,202,125.0,123.022285,5.083768,-1.9777145385742188,1.9777145385742188
2,86,201,125.0,120.01965,7.3081465,-4.9803466796875,4.9803466796875
2,87,200,125.0,122.44058,4.9513245,-2.559417724609375,2.559417724609375
2,88,199,125.0,123.55672,2.9505599,-1.4432830810546875,1.4432830810546875
2,89,198,125.0,122.31411,5.2696185,-2.6858901977539062,2.6858901977539062
2,90,197,125.0,121.53556,5.750358,-3.4644393920898438,3.4644393920898438
2,91,196,125.0,122.19463,4.8859997,-2.8053665161132812,2.8053665161132812
2,92,195,125.0,121.717125,6.4189425,-3.2828750610351562,3.2828750610351562
2,93,194,125.0,119.80554,5.899908,-5.1944580078125,5.1944580078125
2,94,193,125.0,117.46636,9.699907,-7.533638000488281,7.533638000488281
2,95,192,125.0,121.16484,5.3034816,-3.8351593017578125,3.8351593017578125
2,96,191,125.0,119.142136,8.863689,-5.8578643798828125,5.8578643798828125
2,97,190,125.0,117.26513,9.787531,-7.734870910644531,7.734870910644531
2,98,189,125.0,119.55651,6.9789515,-5.443489074707031,5.443489074707031
2,99,188,125.0,120.04909,7.296942,-4.9509124755859375,4.9509124755859375
2,100,187,125.0,119.8713,6.0986576,-5.128700256347656,5.128700256347656
2,101,186,125.0,120.57145,6.492377,-4.428550720214844,4.428550720214844
2,102,185,125.0,118.145905,7.535565,-6.854095458984375,6.854095458984375
2,103,184,125.0,116.869995,10.613266,-8.1300048828125,8.1300048828125
2,104,183,125.0,120.66772,6.8875785,-4.332283020019531,4.332283020019531
2,105,182,125.0,114.2632,7.1925592,-10.736801147460938,10.736801147460938
2,106,181,125.0,113.87807,6.5910206,-11.121932983398438,11.121932983398438
2,107,180,125.0,119.389,7.425742,-5.611000061035156,5.611000061035156
2,108,179,125.0,114.21797,9.204784,-10.782028198242188,10.782028198242188
2,109,178,125.0,117.333565,7.6104856,-7.666435241699219,7.666435241699219
2,110,177,125.0,118.515724,7.3709683,-6.484275817871094,6.484275817871094
2,111,176,125.0,120.6434,6.228391,-4.356597900390625,4.356597900390625
2,112,175,125.0,116.8488,7.1937013,-8.151199340820312,8.151199340820312
2,113,174,125.0,121.973976,4.0461345,-3.0260238647460938,3.0260238647460938
2,114,173,125.0,121.51154,6.564556,-3.4884567260742188,3.4884567260742188
2,115,172,125.0,121.80543,4.5849733,-3.1945724487304688,3.1945724487304688
2,116,171,125.0,122.527695,5.38022,-2.4723052978515625,2.4723052978515625
2,117,170,125.0,118.93186,7.6439714,-6.068138122558594,6.068138122558594
2,118,169,125.0,122.69986,4.078338,-2.300140380859375,2.300140380859375
2,119,168,125.0,119.78868,6.5008035,-5.2113189697265625,5.2113189697265625
2,120,167,125.0,120.60527,5.9360204,-4.3947296142578125,4.3947296142578125
2,121,166,125.0,120.923164,6.1895866,-4.076835632324219,4.076835632324219
2,122,165,125.0,116.671425,10.235089,-8.328575134277344,8.328575134277344
2,123,164,125.0,117.049225,7.0748124,-7.950775146484375,7.950775146484375
2,124,163,125.0,120.22249,5.92145,-4.7775115966796875,4.7775115966796875
2,125,162,125.0,120.60227,7.122948,-4.397727966308594,4.397727966308594
2,126,161,125.0,119.00973,5.6378107,-5.990272521972656,5.990272521972656
2,127,160,125.0,117.51332,7.814786,-7.4866790771484375,7.4866790771484375
2,128,159,125.0,118.02813,8.774039,-6.971870422363281,6.971870422363281
2,129,158,125.0,118.48221,8.412601,-6.517791748046875,6.517791748046875
2,130,157,125.0,115.30363,8.260541,-9.696372985839844,9.696372985839844
2,131,156,125.0,119.06041,7.2487564,-5.9395904541015625,5.9395904541015625
2,132,155,125.0,116.08248,8.19836,-8.917518615722656,8.917518615722656
2,133,154,125.0,117.74714,9.40514,-7.252861022949219,7.252861022949219
2,134,153,125.0,118.22752,8.3777895,-6.7724761962890625,6.7724761962890625
2,135,152,125.0,114.693245,9.29043,-10.306755065917969,10.306755065917969
2,136,151,125.0,119.525986,7.732923,-5.4740142822265625,5.4740142822265625
2,137,150,125.0,116.47402,7.6173406,-8.525978088378906,8.525978088378906
2,138,149,125.0,117.24998,9.59904,-7.750022888183594,7.750022888183594
2,139,148,125.0,119.38923,7.5482664,-5.610771179199219,5.610771179199219
2,140,147,125.0,118.57638,7.453935,-6.423622131347656,6.423622131347656
2,141,146,125.0,111.79085,9.454636,-13.209152221679688,13.209152221679688
2,142,145,125.0,113.89253,8.653205,-11.107467651367188,11.107467651367188
2,143,144,125.0,108.84317,8.963782,-16.156829833984375,16.156829833984375
2,144,143,125.0,117.705215,8.364283,-7.2947845458984375,7.2947845458984375
2,145,142,125.0,117.27062,6.5784073,-7.729377746582031,7.729377746582031
2,146,141,125.0,117.80708,8.485587,-7.1929168701171875,7.1929168701171875
2,147,140,125.0,105.02467,8.805586,-19.975326538085938,19.975326538085938
2,148,139,125.0,117.53224,6.910414,-7.4677581787109375,7.4677581787109375
2,149,138,125.0,111.855705,8.6504,-13.144294738769531,13.144294738769531
2,150,137,125.0,120.21372,6.8824577,-4.786277770996094,4.786277770996094
2,151,136,125.0,117.02788,8.857691,-7.9721221923828125,7.9721221923828125
2,152,135,125.0,120.022285,7.222754,-4.977714538574219,4.977714538574219
2,153,134,125.0,97.45329,8.743543,-27.546707153320312,27.546707153320312
2,154,133,125.0,110.82465,8.25586,-14.175346374511719,14.175346374511719
2,155,132,125.0,117.96651,7.566424,-7.0334930419921875,7.0334930419921875
2,156,131,125.0,117.63308,6.6543474,-7.366920471191406,7.366920471191406
2,157,130,125.0,102.36886,10.007995,-22.631141662597656,22.631141662597656
2,158,129,125.0,109.89261,8.027658,-15.107391357421875,15.107391357421875
2,159,128,125.0,109.88254,10.887291,-15.117462158203125,15.117462158203125
2,160,127,125.0,106.73284,9.813132,-18.26715850830078,18.26715850830078
2,161,126,125.0,107.75612,11.702249,-17.243881225585938,17.243881225585938
2,162,125,125.0,113.55226,7.694303,-11.447738647460938,11.447738647460938
2,163,124,124.0,115.91445,8.707891,-8.085548400878906,8.085548400878906
2,164,123,123.0,113.62124,10.12254,-9.378761291503906,9.378761291503906
2,165,122,122.0,114.36807,10.100424,-7.631927490234375,7.631927490234375
2,166,121,121.0,115.520035,8.616222,-5.4799652099609375,5.4799652099609375
2,167,120,120.0,112.24051,9.488425,-7.759490966796875,7.759490966796875
2,168,119,119.0,112.30928,10.980075,-6.6907196044921875,6.6907196044921875
2,169,118,118.0,115.50639,7.6240025,-2.4936065673828125,2.4936065673828125
2,170,117,117.0,106.769806,10.964947,-10.230194091796875,10.230194091796875
2,171,116,116.0,107.88024,11.731719,-8.119758605957031,8.119758605957031
2,172,115,115.0,108.44969,12.7044,-6.5503082275390625,6.5503082275390625
2,173,114,114.0,112.80692,10.631284,-1.1930770874023438,1.1930770874023438
2,174,113,113.0,108.522484,11.275807,-4.477516174316406,4.477516174316406
2,175,112,112.0,95.55436,10.214941,-16.445640563964844,16.445640563964844
2,176,111,111.0,113.94606,9.267287,2.9460601806640625,2.9460601806640625
2,177,110,110.0,102.37523,8.572796,-7.6247711181640625,7.6247711181640625
2,178,109,109.0,102.47779,8.958803,-6.522209167480469,6.522209167480469
2,179,108,108.0,105.94316,11.283999,-2.0568389892578125,2.0568389892578125
2,180,107,107.0,100.950294,10.633354,-6.049705505371094,6.049705505371094
2,181,106,106.0,114.88094,8.644354,8.880943298339844,8.880943298339844
2,182,105,105.0,99.38045,11.051213,-5.6195526123046875,5.6195526123046875
2,183,104,104.0,107.20809,8.461445,3.2080917358398438,3.2080917358398438
2,184,103,103.0,105.532845,9.2939,2.5328445434570312,2.5328445434570312
2,185,102,102.0,117.903564,8.113638,15.903564453125,15.903564453125
2,186,101,101.0,97.779785,12.875825,-3.22021484375,3.22021484375
2,187,100,100.0,95.60506,11.565564,-4.3949432373046875,4.3949432373046875
2,188,99,99.0,108.39283,9.60831,9.392829895019531,9.392829895019531
2,189,98,98.0,105.000206,7.9788823,7.000205993652344,7.000205993652344
2,190,97,97.0,107.821266,9.540373,10.821266174316406,10.821266174316406
2,191,96,96.0,96.42486,10.018807,0.42485809326171875,0.42485809326171875
2,192,95,95.0,90.64197,9.590511,-4.3580322265625,4.3580322265625
2,193,94,94.0,90.05284,10.071628,-3.9471588134765625,3.9471588134765625
2,194,93,93.0,85.43383,9.762217,-7.566169738769531,7.566169738769531
2,195,92,92.0,104.2402,12.856406,12.240196228027344,12.240196228027344
2,196,91,91.0,86.59072,13.368932,-4.409278869628906,4.409278869628906
2,197,90,90.0,107.9094,11.132698,17.909400939941406,17.909400939941406
2,198,89,89.0,108.93968,9.424145,19.939682006835938,19.939682006835938
2,199,88,88.0,93.78372,12.373033,5.783721923828125,5.783721923828125
2,200,87,87.0,93.961876,10.197318,6.961875915527344,6.961875915527344
2,201,86,86.0,103.065445,11.182937,17.065444946289062,17.065444946289062
2,202,85,85.0,89.66486,9.1347,4.664863586425781,4.664863586425781
2,203,84,84.0,65.64683,8.135976,-18.353172302246094,18.353172302246094
2,204,83,83.0,89.30348,7.9113436,6.3034820556640625,6.3034820556640625
2,205,82,82.0,89.44681,9.159525,7.446807861328125,7.446807861328125
2,206,81,81.0,109.97495,9.349856,28.974952697753906,28.974952697753906
2,207,80,80.0,95.34086,11.05537,15.340858459472656,15.340858459472656
2,208,79,79.0,74.37849,9.205753,-4.621513366699219,4.621513366699219
2,209,78,78.0,91.47112,12.066627,13.471122741699219,13.471122741699219
2,210,77,77.0,95.02367,8.896499,18.023666381835938,18.023666381835938
2,211,76,76.0,80.092926,10.635697,4.092926025390625,4.092926025390625
2,212,75,75.0,81.32607,10.763503,6.326072692871094,6.326072692871094
2,213,74,74.0,76.338905,8.657124,2.3389053344726562,2.3389053344726562
2,214,73,73.0,89.725586,8.162763,16.7255859375,16.7255859375
2,215,72,72.0,64.867195,8.138847,-7.132804870605469,7.132804870605469
2,216,71,71.0,89.134415,8.24642,18.134414672851562,18.134414672851562
2,217,70,70.0,84.487526,9.419207,14.487525939941406,14.487525939941406
2,218,69,69.0,68.9978,8.608682,-0.002197265625,0.002197265625
2,219,68,68.0,68.97036,8.805993,0.9703598022460938,0.9703598022460938
2,220,67,67.0,76.999794,7.886181,9.999794006347656,9.999794006347656
2,221,66,66.0,75.08423,7.569837,9.084228515625,9.084228515625
2,222,65,65.0,68.18921,9.772834,3.189208984375,3.189208984375
2,223,64,64.0,63.352383,6.748737,-0.6476173400878906,0.6476173400878906
2,224,63,63.0,54.51984,7.421818,-8.480159759521484,8.480159759521484
2,225,62,62.0,58.618217,7.6144423,-3.3817825317382812,3.3817825317382812
2,226,61,61.0,59.95216,8.81394,-1.0478401184082031,1.0478401184082031
2,227,60,60.0,60.18868,6.864038,0.18867874145507812,0.18867874145507812
2,228,59,59.0,62.29879,10.124739,3.2987899780273438,3.2987899780273438
2,229,58,58.0,58.612522,7.8731947,0.6125221252441406,0.6125221252441406
2,230,57,57.0,57.1925,7.1658454,0.19250106811523438,0.19250106811523438
2,231,56,56.0,53.645348,4.177574,-2.3546524047851562,2.3546524047851562
2,232,55,55.0,61.27272,9.687731,6.2727203369140625,6.2727203369140625
2,233,54,54.0,54.882275,5.4922776,0.8822746276855469,0.8822746276855469
2,234,53,53.0,59.66554,10.21432,6.665538787841797,6.665538787841797
2,235,52,52.0,50.873802,4.0660505,-1.1261978149414062,1.1261978149414062
2,236,51,51.0,50.312557,5.3383384,-0.6874427795410156,0.6874427795410156
2,237,50,50.0,44.630302,6.5964437,-5.369697570800781,5.369697570800781
2,238,49,49.0,47.71501,6.5988455,-1.2849884033203125,1.2849884033203125
2,239,48,48.0,41.50275,4.9422903,-6.497249603271484,6.497249603271484
2,240,47,47.0,45.538826,4.5771103,-1.4611740112304688,1.4611740112304688
2,241,46,46.0,39.370598,5.0967503,-6.629402160644531,6.629402160644531
2,242,45,45.0,48.585815,11.136404,3.5858154296875,3.5858154296875
2,243,44,44.0,45.296494,8.026997,1.2964935302734375,1.2964935302734375
2,244,43,43.0,40.557228,6.243463,-2.4427719116210938,2.4427719116210938
2,245,42,42.0,37.166126,4.380814,-4.833873748779297,4.833873748779297
2,246,41,41.0,45.08121,7.373135,4.081211090087891,4.081211090087891
2,247,40,40.0,45.585506,5.6517663,5.585506439208984,5.585506439208984
2,248,39,39.0,35.336082,4.678552,-3.6639175415039062,3.6639175415039062
2,249,38,38.0,28.393902,4.7107363,-9.606098175048828,9.606098175048828
2,250,37,37.0,36.12937,7.5421324,-0.8706283569335938,0.8706283569335938
2,251,36,36.0,31.445864,4.494971,-4.554136276245117,4.554136276245117
2,252,35,35.0,32.83264,4.9522953,-2.1673583984375,2.1673583984375
2,253,34,34.0,37.493664,3.729819,3.493663787841797,3.493663787841797
2,254,33,33.0,31.3016,5.821548,-1.6984004974365234,1.6984004974365234
2,255,32,32.0,34.52361,5.814591,2.523609161376953,2.523609161376953
2,256,31,31.0,31.968294,7.5349555,0.9682941436767578,0.9682941436767578
2,257,30,30.0,29.209602,5.256359,-0.7903976440429688,0.7903976440429688
2,258,29,29.0,30.523743,5.0013843,1.52374267578125,1.52374267578125
2,259,28,28.0,27.087336,4.798273,-0.9126644134521484,0.9126644134521484
2,260,27,27.0,30.506823,4.733152,3.5068225860595703,3.5068225860595703
2,261,26,26.0,26.723158,4.1949368,0.7231578826904297,0.7231578826904297
2,262,25,25.0,29.86794,4.9710135,4.867940902709961,4.867940902709961
2,263,24,24.0,25.711784,5.314868,1.7117843627929688,1.7117843627929688
2,264,23,23.0,22.878792,5.2353334,-0.12120819091796875,0.12120819091796875
2,265,22,22.0,28.02553,6.485505,6.025529861450195,6.025529861450195
2,266,21,21.0,26.924902,5.4127364,5.924901962280273,5.924901962280273
2,267,20,20.0,24.436964,5.056555,4.43696403503418,4.43696403503418
2,268,19,19.0,25.774258,4.8806715,6.774257659912109,6.774257659912109
2,269,18,18.0,20.852222,5.9122972,2.852222442626953,2.852222442626953
2,270,17,17.0,18.703632,4.930439,1.7036323547363281,1.7036323547363281
2,271,16,16.0,10.300245,2.7363462,-5.69975471496582,5.69975471496582
2,272,15,15.0,12.827276,4.256234,-2.1727237701416016,2.1727237701416016
2,273,14,14.0,12.489559,4.3271537,-1.5104408264160156,1.5104408264160156
2,274,13,13.0,7.030382,3.266155,-5.96961784362793,5.96961784362793
2,275,12,12.0,8.728648,2.6412494,-3.2713518142700195,3.2713518142700195
2,276,11,11.0,7.446375,2.789758,-3.5536251068115234,3.5536251068115234
2,277,10,10.0,10.668336,3.5110238,0.6683359146118164,0.6683359146118164
2,278,9,9.0,7.303824,3.097449,-1.6961760520935059,1.6961760520935059
2,279,8,8.0,6.207967,3.462524,-1.7920331954956055,1.7920331954956055
2,280,7,7.0,5.654189,2.794729,-1.345810890197754,1.345810890197754
2,281,6,6.0,5.714468,2.9610608,-0.28553199768066406,0.28553199768066406
2,282,5,5.0,4.647851,2.3615954,-0.35214900970458984,0.35214900970458984
2,283,4,4.0,4.775038,2.7777512,0.7750377655029297,0.7750377655029297
2,284,3,3.0,3.9112656,1.6922843,0.9112656116485596,0.9112656116485596
2,285,2,2.0,3.5587966,2.1439245,1.5587966442108154,1.5587966442108154
2,286,1,1.0,4.201508,2.5124533,3.201508045196533,3.201508045196533
2,287,0,0.0,3.5997136,2.131675,3.5997135639190674,3.5997135639190674
3,30,149,125.0,122.39783,5.0329623,-2.6021728515625,2.6021728515625
3,31,148,125.0,122.25847,5.090951,-2.7415313720703125,2.7415313720703125
3,32,147,125.0,120.469215,6.0220594,-4.530784606933594,4.530784606933594
3,33,146,125.0,124.075966,2.5327513,-0.9240341186523438,0.9240341186523438
3,34,145,125.0,120.227585,6.691871,-4.7724151611328125,4.7724151611328125
3,35,144,125.0,120.95385,5.8152122,-4.046150207519531,4.046150207519531
3,36,143,125.0,118.72946,6.4758735,-6.270538330078125,6.270538330078125
3,37,142,125.0,116.400536,8.9807415,-8.599464416503906,8.599464416503906
3,38,141,125.0,115.15388,7.534102,-9.846122741699219,9.846122741699219
3,39,140,125.0,115.94469,8.754984,-9.055313110351562,9.055313110351562
3,40,139,125.0,119.59368,7.0238953,-5.406318664550781,5.406318664550781
3,41,138,125.0,122.66173,5.0294995,-2.3382720947265625,2.3382720947265625
3,42,137,125.0,123.73492,2.6597998,-1.2650833129882812,1.2650833129882812
3,43,136,125.0,117.62486,8.827586,-7.3751373291015625,7.3751373291015625
3,44,135,125.0,123.50297,2.6062348,-1.4970321655273438,1.4970321655273438
3,45,134,125.0,121.800285,6.4914427,-3.1997146606445312,3.1997146606445312
3,46,133,125.0,115.26932,7.7553124,-9.730682373046875,9.730682373046875
3,47,132,125.0,118.370926,9.034486,-6.6290740966796875,6.6290740966796875
3,48,131,125.0,122.92913,4.698806,-2.0708694458007812,2.0708694458007812
3,49,130,125.0,121.59553,4.980464,-3.4044723510742188,3.4044723510742188
3,50,129,125.0,119.96123,6.5556283,-5.0387725830078125,5.0387725830078125
3,51,128,125.0,122.27694,5.782928,-2.7230606079101562,2.7230606079101562
3,52,127,125.0,120.1226,7.571238,-4.877403259277344,4.877403259277344
3,53,126,125.0,119.727715,7.664755,-5.272285461425781,5.272285461425781
3,54,125,125.0,116.39601,7.3602905,-8.603988647460938,8.603988647460938
3,55,124,124.0,119.446,7.7183714,-4.5540008544921875,4.5540008544921875
3,56,123,123.0,117.168564,8.309568,-5.8314361572265625,5.8314361572265625
3,57,122,122.0,111.77205,10.426603,-10.227951049804688,10.227951049804688
3,58,121,121.0,113.51182,9.497048,-7.488182067871094,7.488182067871094
3,59,120,120.0,122.46714,5.1295624,2.4671401977539062,2.4671401977539062
3,60,119,119.0,111.58782,11.245883,-7.412178039550781,7.412178039550781
3,61,118,118.0,108.595634,9.80286,-9.404365539550781,9.404365539550781
3,62,117,117.0,112.9354,9.3759985,-4.064598083496094,4.064598083496094
3,63,116,116.0,113.99903,8.897588,-2.0009689331054688,2.0009689331054688
3,64,115,115.0,112.13793,7.759986,-2.8620681762695312,2.8620681762695312
3,65,114,114.0,121.27844,7.226959,7.2784423828125,7.2784423828125
3,66,113,113.0,115.34238,10.691658,2.342376708984375,2.342376708984375
3,67,112,112.0,113.06597,10.428954,1.0659713745117188,1.0659713745117188
3,68,111,111.0,118.231865,7.049386,7.231864929199219,7.231864929199219
3,69,110,110.0,119.73756,6.7559066,9.737556457519531,9.737556457519531
3,70,109,109.0,120.37727,5.9540896,11.377273559570312,11.377273559570312
3,71,108,108.0,115.58304,8.580623,7.583038330078125,7.583038330078125
3,72,107,107.0,113.8583,7.7636228,6.858299255371094,6.858299255371094
3,73,106,106.0,116.52925,8.107695,10.529251098632812,10.529251098632812
3,74,105,105.0,116.26726,6.971443,11.267257690429688,11.267257690429688
3,75,104,104.0,117.91672,7.512998,13.916717529296875,13.916717529296875
3,76,103,103.0,114.08609,9.624944,11.086090087890625,11.086090087890625
3,77,102,102.0,114.68612,8.485449,12.686119079589844,12.686119079589844
3,78,101,101.0,108.390976,12.277927,7.3909759521484375,7.3909759521484375
3,79,100,100.0,112.82358,8.956324,12.823577880859375,12.823577880859375
3,80,99,99.0,115.13805,9.215057,16.138046264648438,16.138046264648438
3,81,98,98.0,112.6078,7.059065,14.607803344726562,14.607803344726562
3,82,97,97.0,108.613144,9.257662,11.613143920898438,11.613143920898438
3,83,96,96.0,117.47787,7.0770926,21.477867126464844,21.477867126464844
3,84,95,95.0,109.82664,8.868494,14.826637268066406,14.826637268066406
3,85,94,94.0,105.30153,9.602554,11.301528930664062,11.301528930664062
3,86,93,93.0,106.21884,9.622971,13.218841552734375,13.218841552734375
3,87,92,92.0,108.67977,9.30338,16.679771423339844,16.679771423339844
3,88,91,91.0,109.737656,8.804967,18.737655639648438,18.737655639648438
3,89,90,90.0,115.06624,9.770731,25.066238403320312,25.066238403320312
3,90,89,89.0,107.7521,11.489304,18.752098083496094,18.752098083496094
3,91,88,88.0,109.40142,10.275221,21.40142059326172,21.40142059326172
3,92,87,87.0,111.45361,10.281574,24.45361328125,24.45361328125
3,93,86,86.0,110.21064,8.287588,24.21063995361328,24.21063995361328
3,94,85,85.0,111.21233,11.005883,26.21233367919922,26.21233367919922
3,95,84,84.0,113.87214,9.915951,29.87213897705078,29.87213897705078
3,96,83,83.0,108.364944,9.373156,25.364944458007812,25.364944458007812
3,97,82,82.0,103.66096,8.255684,21.66095733642578,21.66095733642578
3,98,81,81.0,100.8597,9.228013,19.859703063964844,19.859703063964844
3,99,80,80.0,101.61462,8.204992,21.61461639404297,21.61461639404297
3,100,79,79.0,102.2868,10.700933,23.28679656982422,23.28679656982422
3,101,78,78.0,100.86795,10.972655,22.867950439453125,22.867950439453125
3,102,77,77.0,105.020035,9.395244,28.020034790039062,28.020034790039062
3,103,76,76.0,94.50138,10.098562,18.501380920410156,18.501380920410156
3,104,75,75.0,94.36135,7.9774647,19.361351013183594,19.361351013183594
3,105,74,74.0,95.94616,11.128901,21.94615936279297,21.94615936279297
3,106,73,73.0,95.606804,10.571165,22.60680389404297,22.60680389404297
3,107,72,72.0,88.583244,7.92788,16.58324432373047,16.58324432373047
3,108,71,71.0,94.364426,12.326325,23.364425659179688,23.364425659179688
3,109,70,70.0,98.82044,12.457808,28.82044219970703,28.82044219970703
3,110,69,69.0,86.05706,10.449581,17.05706024169922,17.05706024169922
3,111,68,68.0,89.80544,8.1857,21.805442810058594,21.805442810058594
3,112,67,67.0,93.09194,9.422559,26.091941833496094,26.091941833496094
3,113,66,66.0,84.78386,7.7083097,18.783859252929688,18.783859252929688
3,114,65,65.0,83.01311,10.509655,18.013107299804688,18.013107299804688
3,115,64,64.0,79.65883,8.659747,15.658828735351562,15.658828735351562
3,116,63,63.0,86.43859,8.537567,23.43859100341797,23.43859100341797
3,117,62,62.0,75.74044,7.973087,13.740440368652344,13.740440368652344
3,118,61,61.0,79.043594,10.746887,18.043594360351562,18.043594360351562
3,119,60,60.0,71.19253,7.498001,11.192527770996094,11.192527770996094
3,120,59,59.0,79.07237,11.450724,20.072372436523438,20.072372436523438
3,121,58,58.0,70.25678,8.024063,12.256782531738281,12.256782531738281
3,122,57,57.0,66.633995,8.301917,9.633995056152344,9.633995056152344
3,123,56,56.0,72.02689,8.249051,16.026893615722656,16.026893615722656
3,124,55,55.0,67.71587,9.8898945,12.715873718261719,12.715873718261719
3,125,54,54.0,66.74288,10.539022,12.742881774902344,12.742881774902344
3,126,53,53.0,69.37,9.721837,16.37000274658203,16.37000274658203
3,127,52,52.0,59.31727,10.289907,7.317268371582031,7.317268371582031
3,128,51,51.0,65.87814,7.2564716,14.878143310546875,14.878143310546875
3,129,50,50.0,56.943718,8.008518,6.943717956542969,6.943717956542969
3,130,49,49.0,60.8048,9.066715,11.804798126220703,11.804798126220703
3,131,48,48.0,60.376163,8.537467,12.376163482666016,12.376163482666016
3,132,47,47.0,57.448402,7.6795397,10.448402404785156,10.448402404785156
3,133,46,46.0,55.65389,6.543757,9.653888702392578,9.653888702392578
3,134,45,45.0,52.38979,6.26096,7.389789581298828,7.389789581298828
3,135,44,44.0,56.127857,9.134559,12.127857208251953,12.127857208251953
3,136,43,43.0,54.275867,8.758884,11.275867462158203,11.275867462158203
3,137,42,42.0,55.04998,11.663941,13.049980163574219,13.049980163574219
3,138,41,41.0,51.57102,7.4757233,10.57101821899414,10.57101821899414
3,139,40,40.0,49.032486,5.669848,9.032485961914062,9.032485961914062
3,140,39,39.0,46.636337,5.1605177,7.6363372802734375,7.6363372802734375
